"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.774524640E-1	-1.004985496E-1	1.095912814E0	1.015513897E1	1.021459604E1
1.786482970E-1	-9.810572863E-2	1.098305583E0	1.012881851E1	1.018866352E1
1.798441830E-1	-9.332008660E-2	1.100698471E0	1.010010433E1	1.016033234E1
1.810400680E-1	-8.135596663E-2	1.107876897E0	1.007378292E1	1.013484644E1
1.822359010E-1	-7.178468257E-2	1.110269666E0	1.005224800E1	1.011363148E1
1.834317870E-1	-6.699903309E-2	1.115055323E0	1.003071213E1	1.009272129E1
1.846276720E-1	-5.024927482E-2	1.124626637E0	1.000678444E1	1.006990789E1
1.858235580E-1	-2.632104978E-2	1.131805062E0	9.968499184E0	1.003257950E1
1.870194430E-1	-1.196411345E-2	1.141376376E0	9.932606697E0	9.997977744E0
1.882152760E-1	-7.178467698E-3	1.158126116E0	9.911071777E0	9.978509478E0
1.894111620E-1	-1.196411345E-2	1.162911773E0	9.889535904E0	9.957681825E0
1.906070470E-1	-1.914258115E-2	1.165304661E0	9.872786522E0	9.941338697E0
1.918028800E-1	-1.196411345E-2	1.170090318E0	9.846465111E0	9.915751594E0
1.929987660E-1	2.392822644E-3	1.182054400E0	9.815358162E0	9.886279087E0
1.941946510E-1	2.392822690E-2	1.203589797E0	9.786644936E0	9.860406688E0
1.953904850E-1	4.785645381E-2	1.217946768E0	9.765109062E0	9.840886117E0
1.965863700E-1	4.546362907E-2	1.225125194E0	9.748359680E0	9.825147080E0
1.977822550E-1	3.349951655E-2	1.239482164E0	9.724431038E0	9.803162615E0
1.989781410E-1	3.349951655E-2	1.239482164E0	9.705288887E0	9.784174499E0
2.001740260E-1	4.067798331E-2	1.241874933E0	9.690931320E0	9.770263963E0
2.013698600E-1	4.785645381E-2	1.251446247E0	9.676574707E0	9.757279642E0
2.025657450E-1	5.264209956E-2	1.261017561E0	9.657432556E0	9.739555434E0
2.037616300E-1	4.785645381E-2	1.272981644E0	9.635896683E0	9.719736487E0
2.049574640E-1	3.349951655E-2	1.277767301E0	9.607182503E0	9.691840235E0
