"Time (s)"	"Acceleration x (m/s^2)"	"Acceleration y (m/s^2)"	"Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.455894410E-1	-2.572284460E0	2.419143677E0	7.798209190E0	8.560430483E0
1.467852740E-1	-2.624926329E0	2.354537487E0	7.874779224E0	8.628223041E0
1.479811070E-1	-2.656033039E0	2.285145521E0	7.982456207E0	8.717568965E0
1.491769410E-1	-2.670390129E0	2.215753794E0	8.121239662E0	8.831482433E0
1.503726700E-1	-2.672782898E0	2.151147604E0	8.298309326E0	8.979595877E0
1.515685550E-1	-2.651247501E0	2.081755638E0	8.504091263E0	9.147807828E0
1.527643890E-1	-2.629712105E0	2.031506538E0	8.714659691E0	9.326719579E0
1.539602220E-1	-2.610569477E0	1.988435626E0	8.898907661E0	9.484698561E0
1.551560550E-1	-2.589034081E0	1.940579176E0	9.047262192E0	9.608428497E0
1.563518890E-1	-2.572284460E0	1.907079697E0	9.159725189E0	9.703306955E0
1.575477220E-1	-2.555534601E0	1.880758643E0	9.221938133E0	9.752545981E0
1.587435550E-1	-2.536391973E0	1.864008784E0	9.267401695E0	9.787366713E0
1.599393890E-1	-2.510071039E0	1.861616015E0	9.300901413E0	9.811872294E0
1.611352220E-1	-2.493321180E0	1.859223247E0	9.281759262E0	9.788994667E0
1.623310550E-1	-2.481357098E0	1.856830359E0	9.224330902E0	9.731044786E0
1.635268890E-1	-2.459821701E0	1.854437590E0	9.114261627E0	9.620780976E0
1.647226700E-1	-2.445464849E0	1.837687731E0	8.949156761E0	9.457526170E0
1.659185030E-1	-2.419143677E0	1.825723648E0	8.774480820E0	9.283158763E0
1.671143370E-1	-2.371287346E0	1.828116536E0	8.628518105E0	9.133254536E0
1.683101700E-1	-2.335394859E0	1.820937991E0	8.499305725E0	9.000448996E0
1.695060030E-1	-2.289931297E0	1.813759565E0	8.389236450E0	8.883287529E0
1.707018370E-1	-2.237289190E0	1.818545222E0	8.305487633E0	8.791683255E0
1.718976700E-1	-2.196611166E0	1.818545222E0	8.228917122E0	8.709034639E0
1.730935030E-1	-2.146361828E0	1.825723648E0	8.152346611E0	8.625595122E0
1.742893370E-1	-2.091326952E0	1.840080619E0	8.066205025E0	8.533651540E0
1.754851700E-1	-2.057827473E0	1.856830359E0	7.972885132E0	8.440934203E0
1.766810030E-1	-2.041077614E0	1.873580098E0	7.869993687E0	8.343446580E0
1.778768370E-1	-2.021935225E0	1.899901152E0	7.747959614E0	8.229746328E0
1.790726700E-1	-1.993221283E0	1.931007862E0	7.625925541E0	8.115199492E0
1.802685030E-1	-1.969292998E0	1.957328916E0	7.503891945E0	8.001102781E0
1.814642850E-1	-1.938186288E0	1.988435626E0	7.377072334E0	7.882362498E0
1.826601180E-1	-1.895115495E0	2.017149448E0	7.257431030E0	7.767281364E0
1.838559510E-1	-1.837687731E0	2.038684845E0	7.147361279E0	7.656246165E0
1.850517850E-1	-1.763510346E0	2.057827473E0	7.042077065E0	7.545559756E0
1.862476180E-1	-1.689332843E0	2.079362869E0	6.946363926E0	7.445103571E0
1.874434510E-1	-1.605584025E0	2.091326952E0	6.869793892E0	7.358370513E0
1.886392850E-1	-1.502692580E0	2.098505497E0	6.805187702E0	7.278213378E0
1.898351180E-1	-1.402194023E0	2.112862349E0	6.738188744E0	7.199550189E0
1.910309510E-1	-1.299302697E0	2.117648125E0	6.671189308E0	7.118805227E0
1.922267850E-1	-1.198804140E0	2.115255117E0	6.604190350E0	7.037525542E0
1.934226180E-1	-1.110269666E0	2.112862349E0	6.537191391E0	6.959292875E0
1.946183990E-1	-1.007378340E0	2.117648125E0	6.506084919E0	6.915806943E0
1.958141800E-1	-8.949156404E-1	2.146361828E0	6.534798622E0	6.936233570E0
1.970100660E-1	-7.657032609E-1	2.196611166E0	6.683153629E0	7.076435864E0
1.982058990E-1	-6.340979934E-1	2.232503414E0	6.843472958E0	7.226290465E0
1.994017320E-1	-5.647061467E-1	2.222932339E0	6.805187702E0	7.181288246E0
2.005975660E-1	-5.623133183E-1	2.203789711E0	6.539584160E0	6.923802882E0
2.017933990E-1	-5.886343718E-1	2.201396942E0	6.156732559E0	6.564906300E0
2.029892320E-1	-6.269195080E-1	2.203789711E0	5.793023586E0	6.229674103E0
2.041850660E-1	-6.723831892E-1	2.213361025E0	5.534598827E0	5.998570693E0
2.053808990E-1	-7.274180651E-1	2.210968018E0	5.436492920E0	5.913795049E0
2.065767320E-1	-7.896314859E-1	2.203789711E0	5.513063431E0	5.989497088E0
2.077725660E-1	-8.590233326E-1	2.213361025E0	5.723631859E0	6.196519165E0
2.089683990E-1	-9.427721500E-1	2.239681959E0	6.020341873E0	6.492265466E0
2.101642320E-1	-1.036092162E0	2.268395901E0	6.350551128E0	6.822653924E0
2.113600660E-1	-1.146162033E0	2.306680918E0	6.673582554E0	7.153402573E0
2.125558470E-1	-1.265803218E0	2.349751949E0	6.965506554E0	7.459348065E0
2.137516800E-1	-1.404586911E0	2.400001049E0	7.228717327E0	7.745141937E0
2.149475140E-1	-1.564906001E0	2.428714991E0	7.451249599E0	7.991790030E0
2.161433470E-1	-1.732403636E0	2.433500528E0	7.611568928E0	8.176743161E0
2.173391800E-1	-1.897508383E0	2.455035925E0	7.738388538E0	8.337289525E0
2.185350140E-1	-2.065006018E0	2.478964329E0	7.881958008E0	8.516735057E0
2.197308470E-1	-2.242074728E0	2.471785784E0	7.987242222E0	8.656365424E0
2.209266800E-1	-2.426322222E0	2.426322222E0	8.001599312E0	8.706300626E0
2.221225140E-1	-2.617748022E0	2.364108801E0	7.980063438E0	8.724851151E0
2.233183470E-1	-2.809173822E0	2.306680918E0	7.977670670E0	8.766724801E0
2.245141800E-1	-2.993421078E0	2.251646042E0	8.023134232E0	8.854443096E0
2.257100140E-1	-3.170490026E0	2.189432621E0	8.145168304E0	9.010515463E0
2.269057430E-1	-3.323630571E0	2.124826431E0	8.348558426E0	9.233625254E0
2.281016280E-1	-3.457628727E0	2.072184324E0	8.604590416E0	9.502006131E0
2.292974620E-1	-3.572484255E0	2.029113531E0	8.889336586E0	9.792867323E0
2.304932950E-1	-3.665804386E0	2.000399828E0	9.176474571E0	1.008203386E1
2.316891280E-1	-3.735196114E0	1.962114573E0	9.454042435E0	1.035280165E1
2.328849620E-1	-3.771088600E0	1.911865234E0	9.707681656E0	1.058845697E1
2.340807950E-1	-3.802195072E0	1.854437590E0	9.932606697E0	1.079593914E1
2.352766280E-1	-3.818944931E0	1.797009826E0	1.012642574E1	1.097078315E1
2.364724620E-1	-3.814159393E0	1.730010748E0	1.031306553E1	1.113104082E1
2.376682950E-1	-3.785445452E0	1.663011789E0	1.051884842E1	1.130227311E1
2.388641280E-1	-3.747160196E0	1.581655741E0	1.074855900E1	1.149236116E1
2.400599620E-1	-3.701696634E0	1.493121386E0	1.100459099E1	1.170610919E1
2.412557950E-1	-3.634697676E0	1.383051515E0	1.128215885E1	1.193360662E1
2.424515760E-1	-3.567698479E0	1.244267821E0	1.156451225E1	1.216612586E1
2.436474100E-1	-3.495913982E0	1.103091240E0	1.184925747E1	1.240335146E1
2.448432430E-1	-3.404986620E0	9.643075466E-1	1.214357471E1	1.264872443E1
2.460390760E-1	-3.321237803E0	8.279166222E-1	1.244985580E1	1.291181537E1
2.472349100E-1	-3.239881754E0	6.939185858E-1	1.277049446E1	1.319332731E1
2.484307430E-1	-3.151347399E0	5.694918036E-1	1.309352589E1	1.347945590E1
2.496265760E-1	-3.062813044E0	4.522434771E-1	1.342134190E1	1.377380725E1
2.508224100E-1	-2.969492912E0	3.493520916E-1	1.375872993E1	1.407986450E1
2.520182430E-1	-2.885744095E0	2.584248483E-1	1.408654690E1	1.438141530E1
2.532140760E-1	-2.804388046E0	1.890329868E-1	1.439522076E1	1.466706196E1
2.544099100E-1	-2.720639229E0	1.339980662E-1	1.468714523E1	1.493760585E1
2.556057430E-1	-2.648854733E0	9.092725813E-2	1.496232033E1	1.519525349E1
2.568015240E-1	-2.574677229E0	5.264209956E-2	1.522313786E1	1.543941904E1
2.579974100E-1	-2.507678032E0	3.828516230E-2	1.545763397E1	1.565976893E1
2.591931910E-1	-2.459821701E0	4.785645381E-2	1.564906025E1	1.584127835E1
2.603890240E-1	-2.431107759E0	5.982056633E-2	1.581655788E1	1.600241753E1
2.615848570E-1	-2.409572363E0	8.374879509E-2	1.597209072E1	1.615304104E1
2.627806910E-1	-2.388036966E0	1.148554832E-1	1.611087418E1	1.628730116E1
2.639765240E-1	-2.390429735E0	1.603191197E-1	1.623051643E1	1.640638657E1
2.651723570E-1	-2.404786825E0	2.297109663E-1	1.633580017E1	1.651345312E1
2.663681910E-1	-2.433500528E0	3.182454109E-1	1.641954803E1	1.660195057E1
2.675640240E-1	-2.457428932E0	4.139583111E-1	1.648894119E1	1.667619561E1
2.687598570E-1	-2.459821701E0	5.216353536E-1	1.655354691E1	1.674343876E1
2.699556910E-1	-2.462214470E0	6.364908218E-1	1.662293816E1	1.681635197E1
2.711515240E-1	-2.459821701E0	7.345965505E-1	1.669233131E1	1.688858430E1
2.723473570E-1	-2.440679073E0	8.327022791E-1	1.675454330E1	1.695184441E1
2.735431910E-1	-2.404786825E0	9.403793216E-1	1.681436539E1	1.701147249E1
2.747389720E-1	-2.349751949E0	1.033699393E0	1.687897110E1	1.707306458E1
2.759348050E-1	-2.270788670E0	1.127019525E0	1.695554161E1	1.714400903E1
2.771306390E-1	-2.179861546E0	1.203589797E0	1.701536179E1	1.719659738E1
2.783264720E-1	-2.072184324E0	1.270588875E0	1.704646873E1	1.721889777E1
2.795223050E-1	-1.945364833E0	1.320838094E0	1.705843353E1	1.721973322E1
2.807181390E-1	-1.799402595E0	1.354337573E0	1.705364609E1	1.720171285E1
2.819139720E-1	-1.648654819E0	1.380658627E0	1.702971840E1	1.716495237E1
2.831098050E-1	-1.512263894E0	1.395015597E0	1.699382591E1	1.711791838E1
2.843056390E-1	-1.385444283E0	1.411765337E0	1.693879128E1	1.705389067E1
2.855014720E-1	-1.253839016E0	1.430907965E0	1.685025787E1	1.695732291E1
2.866972530E-1	-1.122233868E0	1.452443361E0	1.674497223E1	1.684526923E1
2.878930870E-1	-1.000199914E0	1.493121386E0	1.664686775E1	1.674359631E1
2.890889720E-1	-8.781659007E-1	1.550549030E0	1.656790352E1	1.666345716E1
2.902847530E-1	-7.728816867E-1	1.600798368E0	1.644586945E1	1.654166024E1
2.914805870E-1	-6.843472719E-1	1.624726534E0	1.623290825E1	1.632836115E1
2.926764200E-1	-5.886343718E-1	1.641476393E0	1.598405552E1	1.607889816E1
2.938722530E-1	-4.857429862E-1	1.665404558E0	1.573280907E1	1.582816476E1
2.950680870E-1	-3.852444589E-1	1.708475351E0	1.550070477E1	1.559933170E1
2.962639200E-1	-2.967100143E-1	1.751546144E0	1.529252911E1	1.539536934E1
2.974597530E-1	-2.081755698E-1	1.787438512E0	1.510588932E1	1.521269751E1
2.986555870E-1	-1.172483116E-1	1.823330879E0	1.493599892E1	1.504733685E1
2.998514200E-1	-5.024927482E-2	1.859223247E0	1.477328682E1	1.488990395E1
3.010472530E-1	2.392822644E-3	1.907079697E0	1.461296749E1	1.473688494E1
3.022430870E-1	5.742774159E-2	1.957328916E0	1.441914940E1	1.455150521E1
3.034388680E-1	1.004985496E-1	2.014756680E0	1.418943787E1	1.433211399E1
3.046347010E-1	1.220339537E-1	2.093719721E0	1.395733452E1	1.411402641E1
3.058305350E-1	1.459621787E-1	2.177468538E0	1.373001671E1	1.390237509E1
3.070263680E-1	1.698904037E-1	2.254039049E0	1.351466274E1	1.370239628E1
3.082222010E-1	1.746760458E-1	2.325823545E0	1.331605816E1	1.351877849E1
3.094180350E-1	1.579262912E-1	2.400001049E0	1.314138222E1	1.335967336E1
3.106138680E-1	1.244267747E-1	2.469393015E0	1.300259781E1	1.323559344E1
3.118097010E-1	9.332008660E-2	2.536391973E0	1.289731407E1	1.314468346E1
3.130055350E-1	7.417750359E-2	2.600998163E0	1.280399418E1	1.306571700E1
3.142013680E-1	5.982056633E-2	2.651247501E0	1.272981644E1	1.300311187E1
3.153972010E-1	5.742774159E-2	2.679961443E0	1.267478180E1	1.295513740E1
3.165930350E-1	5.024927482E-2	2.691925526E0	1.263649654E1	1.292014059E1
3.177888160E-1	5.264209956E-2	2.699103832E0	1.262453270E1	1.290994805E1
3.189846490E-1	5.982056633E-2	2.682354212E0	1.263171101E1	1.291350942E1
3.201804820E-1	6.939185411E-2	2.636890650E0	1.266999626E1	1.294166963E1
3.213763160E-1	7.417750359E-2	2.584248543E0	1.274417305E1	1.300376059E1
3.225721490E-1	7.417750359E-2	2.526820660E0	1.282792187E1	1.307462827E1
3.237679820E-1	7.178468257E-2	2.457428932E0	1.292363548E1	1.315539677E1
3.249638160E-1	5.742774159E-2	2.376072884E0	1.303609753E1	1.325099464E1
3.261596490E-1	4.307080805E-2	2.299502611E0	1.314616776E1	1.334583433E1
3.273554820E-1	1.674975827E-2	2.218146563E0	1.326102352E1	1.344526681E1
3.285513160E-1	-2.392822690E-2	2.146361828E0	1.337109280E1	1.354228800E1
3.297471490E-1	-8.135596663E-2	2.084148407E0	1.346919823E1	1.362973199E1
3.309429820E-1	-1.507478207E-1	2.036292076E0	1.356969738E1	1.372245959E1
3.321388160E-1	-2.105683982E-1	2.012363911E0	1.365344620E1	1.380255558E1
3.333345970E-1	-2.775674164E-1	1.978864312E0	1.373719501E1	1.388176770E1
3.345304300E-1	-3.421736360E-1	1.954936147E0	1.380897903E1	1.395086951E1
3.357262640E-1	-4.019941986E-1	1.950150490E0	1.386880016E1	1.401100654E1
3.369220970E-1	-4.570291340E-1	1.942971945E0	1.392622757E1	1.406854043E1
3.381179300E-1	-5.000999570E-1	1.935793519E0	1.397647667E1	1.411875691E1
3.393137640E-1	-5.264210105E-1	1.926222205E0	1.402433395E1	1.416578250E1
3.405095970E-1	-5.383850932E-1	1.926222205E0	1.406022549E1	1.420176507E1
3.417054300E-1	-5.551348329E-1	1.942971945E0	1.408654690E1	1.423074552E1
3.429012640E-1	-5.670989752E-1	1.952543259E0	1.410808277E1	1.425384250E1
3.440970970E-1	-5.766702294E-1	1.954936147E0	1.409851074E1	1.424508087E1
3.452929300E-1	-5.862415433E-1	1.957328916E0	1.406501102E1	1.421264756E1
3.464887640E-1	-5.790630579E-1	1.950150490E0	1.401476192E1	1.416163666E1
3.476845970E-1	-5.527420044E-1	1.928615093E0	1.395733452E1	1.410078958E1
3.488803780E-1	-5.168496966E-1	1.902294040E0	1.389990711E1	1.403899120E1
3.500762120E-1	-4.809573591E-1	1.890329838E0	1.384247875E1	1.397923048E1
3.512720450E-1	-4.498506486E-1	1.875972986E0	1.378505135E1	1.391938507E1
3.524678780E-1	-4.211367965E-1	1.861616015E0	1.372523022E1	1.385730547E1
3.536637120E-1	-4.019941986E-1	1.847259045E0	1.367737389E1	1.380740822E1
3.548595450E-1	-3.708875179E-1	1.818545222E0	1.363908863E1	1.376478852E1
3.560553780E-1	-3.302095234E-1	1.792224169E0	1.359601784E1	1.371760937E1
3.572512120E-1	-2.895315289E-1	1.775474429E0	1.355533981E1	1.367418646E1
3.584470450E-1	-2.416750938E-1	1.749153376E0	1.350748348E1	1.362241001E1
3.596428780E-1	-2.033899277E-1	1.713261008E0	1.345244884E1	1.356263288E1
3.608387120E-1	-1.746760458E-1	1.672582984E0	1.339262867E1	1.349779790E1
3.620345450E-1	-1.435693651E-1	1.634297848E0	1.333520031E1	1.343573998E1
3.632303260E-1	-1.268195957E-1	1.596012712E0	1.327777290E1	1.337395204E1
3.644261600E-1	-1.100698411E-1	1.538584948E0	1.321316624E1	1.330289897E1
3.656219930E-1	-9.332008660E-2	1.471585870E0	1.312941742E1	1.321195956E1
3.668178260E-1	-6.939185411E-2	1.414158225E0	1.303370476E1	1.311038209E1
3.680136600E-1	-5.264209956E-2	1.366301775E0	1.294277763E1	1.301480098E1
3.692094930E-1	-5.024927482E-2	1.299302697E0	1.286620712E1	1.293174382E1
3.704053260E-1	-4.067798331E-2	1.232303619E0	1.281117249E1	1.287036780E1
3.716011600E-1	-2.632104978E-2	1.170090318E0	1.275853062E1	1.281210005E1
3.727969930E-1	-7.178467698E-3	1.105484009E0	1.271306705E1	1.276104308E1
3.739928260E-1	1.914258115E-2	1.050449133E0	1.268196011E1	1.272540459E1
3.751886600E-1	3.349951655E-2	1.007378340E0	1.265563869E1	1.269571282E1
3.763844930E-1	3.589234129E-2	9.690931439E-1	1.262453270E1	1.266172404E1
3.775802740E-1	1.674975827E-2	9.284151793E-1	1.255274773E1	1.258704536E1
3.787761070E-1	-2.392822690E-2	8.757730722E-1	1.243071365E1	1.246154858E1
3.799719410E-1	-7.417750359E-2	8.183453679E-1	1.227517986E1	1.230265143E1
3.811677740E-1	-1.124626622E-1	7.465606928E-1	1.211246777E1	1.213597446E1
3.823636070E-1	-1.507478207E-1	6.819544435E-1	1.195693493E1	1.197731521E1
3.835594410E-1	-1.986042857E-1	6.293123364E-1	1.180618668E1	1.182461507E1
3.847552740E-1	-2.368894368E-1	5.670989752E-1	1.165783215E1	1.167402108E1
3.859511070E-1	-2.679961324E-1	5.000999570E-1	1.151665497E1	1.153062286E1
3.871469410E-1	-2.991028428E-1	4.474578202E-1	1.138504982E1	1.139776471E1
3.883427740E-1	-3.182454109E-1	4.211367965E-1	1.125583744E1	1.126820806E1
3.895386070E-1	-3.254238665E-1	3.972085714E-1	1.113619614E1	1.114802851E1
3.907343890E-1	-3.158525825E-1	3.780659735E-1	1.100937653E1	1.102039329E1
3.919302740E-1	-3.014956415E-1	3.684946895E-1	1.087537861E1	1.088579569E1
3.931260550E-1	-2.871387303E-1	3.517449200E-1	1.074138069E1	1.075097355E1
3.943218890E-1	-2.512463629E-1	3.469592929E-1	1.060020447E1	1.060885669E1
3.955177220E-1	-2.057827413E-1	3.493520916E-1	1.045424175E1	1.046210132E1
3.967135550E-1	-1.627119333E-1	3.469592929E-1	1.031067276E1	1.031779185E1
3.979093890E-1	-1.316052526E-1	3.565305769E-1	1.016231823E1	1.016942210E1
3.991052220E-1	-9.571290761E-2	3.732803464E-1	9.985248566E0	9.992681727E0
4.003010550E-1	-3.828516230E-2	4.019941986E-1	9.815358162E0	9.823661280E0
4.014968890E-1	4.546362907E-2	4.546363056E-1	9.731609344E0	9.742329370E0
4.026927220E-1	1.339980662E-1	5.192425251E-1	9.722038269E0	9.736816543E0
4.038885550E-1	1.722832322E-1	5.383850932E-1	9.645467758E0	9.662017817E0
4.050843890E-1	1.651047617E-1	5.168496966E-1	9.413364410E0	9.428988425E0
4.062802220E-1	1.244267747E-1	4.881358147E-1	9.059226990E0	9.073221713E0
4.074760030E-1	8.853443712E-2	4.594219327E-1	8.693124771E0	8.705706470E0
